PDB_ID	ALA	ARG	ASN	ASP	CYS	GLU	GLN	GLY	HIS	ILE	LEU	LYS	MET	PHE	PRO	SER	THR	TRP	TYR	VAL
4xw2	2	2	3	1	0	2	2	2	1	9	7	0	3	5	3	3	4	0	3	7
4xwg	1	2	2	3	2	2	1	7	5	7	20	2	4	6	7	5	6	6	6	7
4xwh	15	15	13	7	2	11	12	17	6	5	24	1	5	11	5	7	7	16	14	10
4xwy	8	3	6	6	3	0	3	8	0	2	24	4	2	3	3	11	4	2	3	10
4xx1	5	4	7	5	0	6	2	7	5	6	15	4	2	7	5	4	6	1	7	11
4xx3	8	3	3	7	1	2	5	9	2	7	8	1	3	12	2	9	11	2	10	7
4xx4	8	3	2	6	1	2	5	10	2	7	7	1	3	11	1	8	11	3	10	5
4xx5	14	11	10	16	5	15	11	9	9	17	38	15	10	12	8	12	11	4	12	16
4xxc	4	5	3	5	4	4	5	2	3	3	8	2	3	7	2	9	9	7	14	11
4xxd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4xxo	5	5	4	3	2	2	2	2	4	5	4	1	2	6	1	3	2	1	2	1
4xxw	3	5	4	7	0	4	2	2	1	4	4	2	1	10	3	4	7	0	2	10
4xy2	6	3	6	7	4	4	2	2	4	6	6	4	4	5	6	4	6	5	7	5
4xy8	3	1	2	3	1	1	2	0	0	3	5	3	3	6	0	0	2	0	5	1
4xy9	3	2	3	3	2	1	4	1	0	2	6	3	4	3	2	0	3	0	3	1
4xya	1	2	4	3	2	1	4	1	0	3	5	4	4	4	3	0	4	0	5	2
4xyf	4	4	1	5	4	3	1	7	3	4	12	3	5	8	3	5	1	4	2	13
4xyn	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
4xz0	9	9	0	3	3	4	2	3	3	6	19	2	1	5	6	5	1	0	7	4
4xz1	6	7	1	3	4	7	4	4	1	4	19	2	0	6	6	5	2	2	6	4
4xz4	13	14	9	16	4	13	10	9	10	17	39	14	9	12	8	13	10	4	12	16
4xzf	1	1	0	1	0	1	0	5	2	3	9	3	2	3	0	0	1	1	0	6
4xzg	2	2	6	1	0	2	3	5	1	2	3	1	3	0	1	0	1	0	3	9
4xzh	2	3	4	1	5	3	5	2	4	11	9	4	1	4	7	4	3	3	4	11
4xzi	3	1	2	2	4	2	4	2	5	10	14	3	3	3	5	4	4	4	6	8
4xzp	0	1	2	1	0	3	3	1	1	3	4	1	0	8	1	1	2	0	6	7
4xzu	2	2	1	1	0	1	2	2	0	2	2	2	1	0	1	4	2	1	0	0
4y00	0	2	0	1	2	0	0	4	1	2	2	0	1	3	1	0	1	2	1	1
4y05	8	4	3	3	5	3	1	3	2	8	13	3	4	10	0	3	7	0	4	7
4y0f	0	1	0	1	2	0	2	3	1	2	3	3	1	5	2	1	0	1	1	3
4y0j	5	3	4	1	1	3	3	2	6	6	16	4	0	8	3	3	5	5	3	9
4y18	2	5	2	4	1	9	2	2	4	1	3	7	4	4	2	3	9	2	5	12
4y19	1	4	1	3	1	2	2	2	2	0	3	3	0	5	1	0	2	2	3	2
4y1a	2	5	1	3	1	2	2	1	2	0	2	3	0	5	1	1	2	1	5	2
4y28	28	10	4	7	3	6	10	28	14	24	31	7	5	27	12	20	16	16	8	14
4y29	5	2	0	0	1	5	5	2	2	11	17	1	5	9	0	3	1	0	2	6
4y2b	11	3	2	7	3	4	5	2	11	6	13	3	2	4	2	4	5	3	3	5
4y2g	3	5	1	3	2	3	4	5	2	2	6	3	3	4	4	2	6	2	2	7
4y2j	6	5	6	7	6	6	5	6	4	7	22	7	10	12	7	6	8	8	9	14
4y2p	6	6	7	7	6	6	4	6	4	7	21	7	11	10	6	5	9	8	9	13
4y2q	9	6	7	7	6	7	5	7	4	8	22	6	11	11	6	4	10	8	9	14
4y2r	8	6	7	8	6	7	5	7	4	7	23	6	12	12	7	6	9	8	9	13
4y2s	7	5	7	8	6	7	4	7	4	7	23	7	12	12	7	6	9	8	9	14
4y2t	5	6	6	8	6	7	4	7	4	7	21	6	11	12	8	5	9	8	8	13
4y2u	6	6	8	7	6	7	4	7	4	7	20	7	11	12	9	6	9	8	9	15
4y2v	8	5	6	7	6	6	5	7	4	8	22	8	12	11	6	6	9	8	9	13
4y2x	7	6	7	7	6	8	5	7	4	7	22	6	11	12	6	5	8	8	9	13
4y2y	8	6	7	7	6	7	5	7	4	8	22	6	11	13	7	5	10	8	9	13
4y32	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0
4y3b	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0
4y3k	4	5	6	4	1	5	3	5	3	16	9	11	5	9	5	3	5	1	5	7
4y3o	0	0	1	0	0	0	1	3	2	1	0	1	0	0	1	0	0	0	0	0
4y40	4	4	6	4	2	7	3	6	3	15	10	11	4	7	5	3	7	1	4	5
4y5i	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0
4y5o	2	1	0	1	0	1	2	0	2	2	8	0	0	5	0	1	0	0	3	0
4y5u	9	8	7	8	1	5	8	7	2	8	18	11	2	5	7	8	9	2	2	8
4y5v	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0
4y5w	7	9	6	5	0	11	9	7	3	13	18	8	3	14	2	13	6	5	4	8
4y5x	2	7	2	2	1	5	1	2	1	3	8	0	2	4	2	5	3	1	1	7
4y5y	1	1	1	2	3	5	1	0	2	2	6	0	1	2	4	4	4	1	1	4
4y6d	6	2	1	1	4	4	4	10	3	6	9	4	2	4	5	4	7	3	5	9
4y6l	4	3	1	3	3	3	1	3	3	7	15	2	4	10	4	3	5	0	4	7
4y6o	5	4	1	2	3	3	1	3	3	7	13	2	4	11	3	3	4	0	4	7
4y6q	7	5	0	5	2	9	4	4	2	5	10	7	1	4	3	6	3	2	3	1
4y71	7	2	1	2	4	3	4	9	3	6	9	4	2	4	5	3	7	3	5	9
4y76	7	2	0	3	5	2	4	9	2	7	9	4	2	3	4	4	7	2	5	10
4y79	7	2	1	3	5	2	4	8	3	7	9	4	2	5	4	4	8	2	5	10
4y7a	7	2	1	3	5	3	4	8	3	7	8	4	2	6	3	4	7	3	4	9
4y7b	5	2	1	3	5	2	4	9	3	6	9	3	2	3	5	3	8	2	5	9
4y7i	4	4	1	3	5	4	5	2	3	11	11	2	3	9	2	9	6	6	6	11
4y86	6	5	5	3	7	3	2	1	8	8	14	3	10	6	3	4	6	3	4	4
4y87	6	4	5	3	7	3	2	1	8	7	16	2	10	5	3	5	5	3	5	5
4y88	2	1	3	0	0	1	1	1	0	3	6	1	2	1	1	2	0	1	4	4
4y89	0	1	2	1	0	2	0	2	1	5	6	0	0	0	1	0	3	1	5	6
4y8a	1	1	1	1	0	4	1	2	0	4	6	1	0	1	0	2	1	1	4	4
4y8c	5	5	5	3	7	3	2	1	8	8	15	2	10	6	3	4	5	3	4	6
4y8d	9	6	1	3	4	6	7	1	6	8	11	3	3	5	3	5	4	1	3	7
4y8w	10	13	4	6	2	13	2	6	3	7	17	5	1	5	9	6	5	3	3	6
4y8x	4	3	0	2	4	1	3	10	1	7	7	1	1	1	4	5	4	5	3	7
4y8y	4	4	0	2	3	0	3	10	2	7	6	1	0	2	4	5	5	5	3	7
4y8z	2	4	0	2	5	2	3	11	2	8	6	0	1	2	4	5	5	5	5	5
4y97	2	2	2	4	1	7	4	1	4	1	2	2	2	3	5	7	2	0	3	3
4y99	4	9	7	11	0	15	7	4	0	11	16	14	3	6	0	4	4	0	4	3
4y9b	3	0	0	1	1	2	0	0	4	2	4	1	2	3	1	1	4	0	3	5
4y9c	2	0	0	1	1	2	0	1	3	2	3	1	2	3	1	1	5	0	3	5
4y9e	3	0	0	1	1	2	0	0	4	2	3	1	2	1	1	1	4	0	3	5
4y9f	2	1	0	1	1	2	0	1	4	2	3	1	2	3	1	1	4	0	3	5
4y9g	3	0	0	1	1	3	0	1	4	2	3	1	2	3	1	1	5	0	3	5
4yab	1	2	1	3	5	3	2	2	3	3	11	5	2	8	4	4	3	1	3	3
4yad	1	2	1	4	5	3	2	2	3	3	11	5	2	6	5	4	3	1	2	3
4yat	1	2	1	3	4	2	2	0	1	2	9	5	1	5	5	3	3	0	2	3
4yax	1	2	1	4	5	3	3	2	3	3	12	5	2	8	4	4	3	1	3	3
4ybh	6	8	2	2	6	8	5	2	1	10	19	5	2	5	10	8	4	4	6	16
4ybm	3	3	1	2	4	5	2	0	2	2	9	4	1	4	3	2	2	0	2	4
4ybs	2	2	1	3	4	2	2	0	3	2	8	5	1	6	6	4	2	0	4	3
4ybt	2	2	1	4	4	2	2	0	3	2	9	5	1	6	6	4	3	0	3	2
4yc4	11	8	9	9	0	7	8	6	2	9	21	4	3	9	5	5	7	5	4	13
4yc7	12	7	8	4	5	7	3	4	3	9	17	6	3	11	3	10	9	1	5	18
4yc8	3	0	3	1	1	6	3	2	4	3	12	3	4	7	1	4	3	1	4	8
4yc9	1	2	1	4	4	1	2	0	3	2	8	5	1	6	6	4	3	0	3	4
4ycu	7	11	2	6	3	11	2	5	5	12	12	5	8	9	4	2	8	2	8	6
4ycw	7	8	4	7	2	15	3	8	8	8	16	6	10	11	11	5	11	2	7	8
4yd8	3	2	1	5	7	2	4	7	2	7	16	2	0	8	4	6	3	2	5	10
4ydh	1	2	2	5	3	4	3	4	2	1	4	3	0	5	4	1	5	1	3	7
4ydm	3	0	0	1	1	3	0	0	4	2	3	1	1	1	1	2	5	0	3	6
4ydn	3	1	0	1	0	3	0	1	4	2	3	1	1	2	1	2	4	0	3	6
4ydp	3	0	0	1	0	0	3	0	0	0	5	2	0	0	0	5	3	1	1	2
4ye6	20	12	11	8	6	15	7	11	8	12	24	9	6	14	11	5	18	4	10	13
4ye8	19	15	10	7	5	15	7	9	9	13	24	8	6	15	10	6	15	3	10	15
4ye9	17	12	10	7	6	14	7	12	9	12	25	7	5	15	13	6	16	5	10	15
4yep	2	6	0	2	0	8	3	1	2	12	7	5	3	2	1	2	6	2	3	6
4yeq	4	4	0	1	0	3	1	0	2	11	5	4	1	0	4	3	2	2	6	3
4yes	4	3	0	3	3	2	4	8	2	7	8	3	5	4	3	5	3	3	4	10
4ygb	7	3	3	3	2	5	2	3	3	8	5	3	2	10	3	5	7	4	5	11
4ygc	7	4	7	7	0	6	3	6	3	4	10	7	0	11	3	4	7	4	9	5
4ygd	11	5	3	4	0	2	2	10	2	11	8	2	1	8	2	7	7	5	3	13
4yge	6	3	4	2	0	3	2	5	0	8	6	2	0	10	0	4	2	5	2	7
4ygj	3	1	3	1	1	2	2	2	6	5	11	4	0	5	2	3	6	3	2	7
4ygk	2	0	3	0	1	2	3	2	6	5	11	4	0	5	2	3	5	4	3	8
4ygl	3	1	3	0	1	2	2	2	5	5	13	4	0	6	2	3	5	3	3	8
4ygn	3	2	3	0	1	2	2	2	5	5	11	4	0	7	2	3	5	4	3	8
4ygy	3	1	1	3	2	2	0	1	2	3	8	3	1	5	0	3	2	0	2	5
4yh1	2	2	1	3	2	2	0	1	2	3	9	3	1	5	2	3	2	0	2	6
4yh3	2	2	4	3	2	2	5	1	0	3	6	4	4	3	3	0	4	1	3	2
4yh4	3	2	4	4	2	2	3	1	0	3	8	3	4	3	1	0	3	2	4	2
4yhf	5	3	3	6	4	5	0	6	2	6	12	6	6	4	2	3	2	4	9	9
4yhj	10	11	5	10	4	16	5	4	1	11	14	9	4	4	4	6	3	1	5	8
4yht	6	4	1	4	1	2	4	4	5	9	10	6	4	6	2	2	4	3	2	7
4yia	12	0	4	2	0	3	3	3	3	10	20	5	6	14	1	4	2	2	5	6
4yih	2	6	1	5	3	2	0	1	2	5	9	3	1	5	2	1	3	2	1	3
4yiq	2	3	3	2	0	3	3	3	1	4	4	2	1	2	0	2	4	1	4	6
4yj0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
4yj4	1	3	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0
4yje	14	4	4	2	6	1	1	5	2	7	29	0	3	1	2	10	7	5	3	6
4yjl	10	6	6	4	5	8	9	4	13	9	23	6	8	2	3	12	8	0	5	8
4yk0	1	1	2	1	1	2	0	0	0	1	4	0	1	3	2	0	1	0	5	3
4yk5	4	5	1	2	1	0	0	2	3	1	4	1	1	7	1	1	2	0	4	2
4yk6	14	4	3	2	6	1	2	5	2	7	30	0	4	0	1	11	6	4	2	8
4ykc	1	1	1	1	1	2	0	1	1	6	11	0	0	5	0	1	0	0	2	0
4ykd	2	0	0	0	1	0	2	1	1	1	10	1	1	5	0	0	1	0	2	0
4ykn	8	19	24	17	13	22	23	20	8	33	58	17	15	20	19	19	11	4	16	20
4yl0	4	6	1	1	1	0	0	3	3	1	5	1	2	6	1	3	2	0	3	2
4yl1	6	5	1	2	2	0	1	3	3	1	5	1	4	5	1	4	2	1	3	3
4yl3	5	6	1	1	2	0	0	3	3	1	5	2	4	6	1	3	2	1	4	2
4yl6	2	3	1	0	0	0	0	1	1	1	8	1	0	4	1	0	0	0	3	1
4ylq	10	11	5	7	8	7	6	10	2	13	28	4	2	15	8	14	15	9	11	23
4ylw	8	4	3	3	0	2	3	10	1	9	14	2	1	6	7	6	3	0	2	19
4ylz	2	3	4	2	0	3	1	2	4	6	3	4	0	6	1	1	2	0	1	4
4ym0	4	6	0	2	1	1	1	2	3	2	4	3	0	4	1	3	2	0	0	1
4ym1	4	5	0	2	1	1	1	2	3	1	4	2	0	4	0	3	2	0	0	3
4ym2	4	6	1	2	1	1	1	2	2	2	5	3	0	5	0	3	2	0	0	1
4ym3	4	6	1	2	1	1	1	2	2	1	4	3	0	4	0	2	2	0	0	2
4ym4	0	3	0	1	0	2	3	1	1	2	6	3	0	9	1	6	1	0	3	3
4ynd	10	8	4	5	1	7	2	2	5	10	12	5	11	6	6	5	5	2	14	14
4yne	6	6	2	6	1	4	2	7	5	4	9	2	4	7	2	4	3	2	3	12
4ynm	4	2	6	3	7	4	2	5	2	4	5	5	2	4	1	3	4	1	6	1
4ynp	4	2	6	3	8	4	2	4	2	3	5	3	2	3	2	3	3	1	6	1
4yo0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4yo2	1	5	5	3	1	2	0	1	1	4	9	5	2	4	2	6	2	1	5	7
4yo4	3	3	1	4	0	9	0	2	3	16	13	2	2	9	2	4	2	1	3	9
4yoc	18	21	11	16	9	16	18	18	6	12	29	14	5	26	23	19	16	3	11	25
4yp3	12	10	5	5	3	6	1	4	0	7	9	8	5	5	6	9	5	0	4	10
4ypa	4	3	5	4	4	3	3	3	2	3	4	2	2	2	1	3	3	1	5	3
4ypc	0	2	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1
4ypd	6	3	1	4	0	9	1	3	3	14	14	3	2	10	2	5	2	1	3	7
4ype	4	2	8	3	9	4	2	4	2	6	5	5	2	3	1	3	3	1	5	1
4ypg	0	0	3	0	0	4	4	1	1	4	8	1	2	7	1	5	3	0	3	2
4yps	4	5	2	4	1	3	2	6	3	5	10	2	4	4	3	4	3	2	5	12
4ypu	4	2	6	4	9	5	2	5	2	4	5	3	2	4	1	2	3	1	6	1
4yqf	3	6	3	4	2	2	3	5	3	10	10	6	3	8	3	2	6	0	3	7
4yqh	7	1	6	6	3	5	2	3	5	5	9	5	4	7	4	4	5	4	7	8
4yqm	3	5	3	2	1	5	0	0	1	6	9	2	4	8	7	5	2	4	2	6
4yqu	3	5	2	1	2	6	1	1	0	7	6	2	3	3	4	5	2	3	2	5
4yqv	2	5	2	2	1	4	0	0	1	6	7	2	4	8	7	7	2	4	2	6
4yqw	15	10	1	6	3	6	2	4	0	7	10	9	5	5	5	8	4	0	4	12
4yr0	10	10	3	5	3	5	1	4	0	8	9	11	7	5	4	5	4	1	4	10
4yr2	11	9	4	5	4	5	2	4	0	6	9	8	6	4	5	6	4	1	4	9
4yr3	12	10	5	5	4	6	2	4	0	7	9	9	6	5	4	8	4	0	5	11
4yr6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4yr8	2	3	3	2	3	2	1	1	0	3	3	2	0	4	2	4	1	0	1	0
4ys1	4	2	4	3	4	2	3	5	4	13	8	3	2	5	6	5	5	4	5	11
4ys7	8	1	6	5	3	4	3	3	5	6	7	5	4	7	6	4	5	5	6	7
4yt1	4	3	1	3	0	3	3	2	1	8	15	5	4	7	3	2	5	0	1	6
4yt6	5	4	1	2	7	2	4	8	5	6	12	0	1	3	6	8	5	3	5	13
4yt7	4	3	1	1	5	2	5	7	5	7	13	1	1	3	5	7	6	3	5	13
4ytc	2	4	2	6	2	6	5	6	2	6	12	5	3	7	3	6	2	3	3	8
4ytf	2	5	2	5	2	4	5	7	1	7	13	5	2	7	2	6	3	3	4	7
4yth	2	4	3	6	2	5	4	6	2	6	13	5	3	8	4	7	3	3	3	7
4yti	2	5	3	6	2	5	4	6	2	6	13	5	3	7	2	6	3	3	3	8
4yto	2	1	0	1	0	3	3	0	3	1	5	7	2	0	0	0	0	0	1	1
4yu1	5	2	3	3	5	2	4	5	4	12	8	3	2	5	8	4	4	2	5	13
4yu9	6	4	3	9	2	4	4	2	6	5	28	2	2	9	4	7	2	1	2	6
4yur	4	3	5	2	1	5	1	3	4	6	9	3	7	4	1	5	3	1	1	2
4yv3	2	6	0	2	0	4	1	0	0	2	8	4	0	1	0	1	0	0	0	3
4yv8	7	2	2	1	2	2	3	3	1	3	4	5	2	5	2	6	1	3	3	7
4yva	7	2	2	1	2	1	3	4	1	4	3	5	3	4	2	6	1	3	5	8
4yvv	8	4	5	4	2	3	3	2	5	5	14	4	2	4	3	8	2	2	10	9
4yvx	7	4	5	3	2	3	3	2	5	4	16	5	2	2	1	8	2	2	8	8
4yvy	2	0	3	2	1	2	2	2	5	6	12	5	0	7	3	3	5	4	3	7
4ywp	4	1	2	1	1	3	4	2	5	7	15	4	0	6	4	4	5	4	3	10
4ywq	5	3	0	2	0	4	2	2	0	1	13	3	0	3	3	3	0	0	1	7
4ywy	7	8	5	3	0	7	5	4	6	4	11	1	2	6	6	5	1	2	4	6
4yx4	3	3	3	0	1	2	3	2	5	5	14	4	0	6	3	2	5	4	4	6
4yxi	3	3	3	0	1	2	3	2	5	6	13	5	0	7	3	2	5	4	3	9
4yxo	2	2	3	0	1	2	3	2	5	5	10	4	0	7	2	2	5	4	3	9
4yxu	3	2	4	0	1	2	3	2	5	4	12	5	0	7	2	3	5	4	3	8
4yy4	3	0	2	3	1	0	2	0	1	1	5	1	4	6	0	0	0	0	3	1
4yy6	3	0	1	4	1	0	0	1	0	2	3	6	3	6	1	0	1	0	3	1
4yyd	2	0	2	2	1	0	0	1	1	0	5	2	5	6	1	0	0	0	3	2
4yyg	2	1	2	2	1	0	0	1	0	1	5	2	5	6	0	1	0	0	3	2
4yyh	3	0	1	3	1	0	2	1	0	2	5	5	3	4	2	0	1	0	3	2
4yyi	2	1	1	0	1	1	1	0	1	1	4	2	4	5	2	0	0	0	4	0
4yyj	2	0	2	0	1	1	1	1	1	2	4	2	4	5	1	0	1	0	4	0
4yyk	2	0	2	1	1	1	1	0	1	1	4	2	4	5	1	0	1	0	5	0
4yyp	2	2	2	1	1	0	7	0	0	4	8	2	0	3	0	3	6	1	3	4
4yyt	2	3	3	0	1	2	3	2	5	5	11	4	0	7	2	3	5	3	3	9
4yz9	6	5	2	4	2	7	4	2	9	11	15	7	2	8	8	6	4	1	7	6
4yzc	6	9	2	5	2	9	6	4	11	4	13	8	3	11	7	8	5	2	5	7
4yzd	7	1	3	2	1	6	4	4	8	11	19	5	3	6	7	6	4	1	5	5
4yzf	8	9	2	3	3	9	6	8	2	18	35	7	3	21	13	13	11	6	4	21
4yzs	3	3	0	2	0	4	3	4	1	3	14	3	0	2	2	8	5	3	3	9
4yzu	7	3	2	3	10	1	3	11	2	10	5	5	0	6	1	11	9	3	3	18
4z02	4	2	1	1	0	0	1	0	1	4	6	5	1	3	2	1	0	1	1	4
4z07	6	4	4	2	5	7	3	4	2	11	9	7	6	6	1	4	10	1	4	12
4z0k	6	2	2	3	10	1	3	11	2	11	6	4	0	6	1	10	8	3	3	18
4z0o	0	1	3	0	3	0	1	0	0	0	2	0	1	0	0	1	0	2	1	2
4z0q	3	1	3	1	1	2	3	2	5	5	12	4	0	7	2	3	5	4	3	7
4z0r	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	3	1	2
4z16	3	7	3	5	4	4	5	4	2	2	9	3	0	4	4	7	0	1	5	1
4z1e	3	0	3	3	1	2	3	2	5	5	11	4	0	7	3	3	5	4	2	7
4z1f	8	12	3	7	0	7	6	5	2	13	17	7	3	9	6	8	7	2	9	10
4z1g	8	12	3	7	0	6	6	5	2	13	19	8	3	8	6	8	7	2	8	10
4z1h	8	13	4	8	0	5	6	5	2	11	18	8	3	9	6	8	7	2	9	10
4z1i	11	9	2	8	0	8	6	3	0	15	15	9	1	5	3	9	5	2	3	8
4z1j	3	1	3	0	1	2	2	2	6	5	13	5	0	5	2	3	5	4	3	8
4z1k	2	0	3	1	1	3	2	2	5	6	12	5	0	7	2	3	5	3	3	8
4z1n	3	1	3	2	1	2	3	2	5	5	12	5	0	6	3	3	5	4	3	7
4z1q	2	1	1	2	2	4	3	1	0	3	5	0	4	5	3	1	5	1	3	0
4z1s	4	2	3	2	2	3	5	0	1	3	2	0	4	5	2	0	2	3	2	1
4z2a	18	6	7	8	4	3	1	12	6	11	14	2	3	4	2	18	10	4	6	10
4z2m	6	3	7	2	1	4	4	2	4	5	9	6	0	5	6	4	6	2	3	8
4z2n	7	2	7	4	1	5	3	3	5	6	13	3	0	7	6	2	7	2	3	9
4z32	7	2	3	5	1	2	2	2	1	5	5	7	2	4	1	4	3	0	2	2
4z33	2	4	2	2	1	4	4	4	1	7	7	2	1	3	2	1	2	1	0	6
4z3a	2	1	4	0	2	2	1	6	5	6	1	4	2	7	4	5	1	1	4	6
4z3c	0	1	0	0	1	0	1	0	1	1	1	4	0	0	0	1	1	0	0	0
4z3k	6	2	4	2	1	2	1	2	0	0	8	2	2	3	2	2	2	1	2	3
4z3v	5	4	2	4	3	4	4	3	2	3	14	4	5	7	1	7	1	2	3	8
4z47	1	1	4	0	3	3	1	6	4	7	2	5	3	8	4	4	1	1	4	7
4z49	9	6	2	2	4	5	4	3	3	5	9	1	2	5	5	5	4	0	10	7
4z4k	2	4	6	2	0	5	7	0	5	4	7	3	0	8	4	3	6	2	7	7
4z4m	3	1	4	4	0	5	2	4	3	3	9	4	1	5	3	5	5	1	5	6
4z4p	3	3	1	2	1	2	3	1	4	10	4	1	3	1	0	1	3	0	7	2
4z51	2	3	4	4	2	3	2	3	5	6	6	5	2	6	3	4	3	0	4	11
4z54	3	3	3	3	2	3	2	4	3	8	6	4	3	6	3	4	3	0	3	9
4z55	6	8	2	7	4	4	1	5	1	8	10	2	3	6	5	4	3	4	2	6
4z5r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4z5t	5	6	1	2	1	4	3	3	1	4	6	2	1	1	2	2	3	0	2	2
4z69	15	12	7	10	11	17	8	1	6	4	27	20	1	8	10	12	6	1	7	19
4z6a	10	9	6	5	8	4	7	10	2	13	24	4	2	13	6	12	14	9	10	26
4z6g	2	5	3	2	0	0	1	2	3	14	20	7	4	6	1	4	9	8	8	9
4z6h	2	3	0	0	0	3	3	1	2	2	6	7	4	3	1	4	1	0	1	1
4z6i	2	0	2	1	1	1	2	1	1	4	5	1	5	5	1	0	1	0	4	2
4z6y	5	6	0	6	1	8	3	2	4	4	11	8	4	2	3	7	3	1	3	5
4z76	1	2	2	5	0	1	2	1	2	3	4	2	2	3	4	7	3	2	3	2
4z77	0	2	2	3	2	1	2	1	3	3	4	3	0	3	3	6	2	1	5	6
4z78	0	1	1	1	1	1	0	0	1	0	3	0	0	4	0	3	0	1	4	1
4z79	7	6	8	3	0	1	6	1	4	6	14	5	1	4	0	2	7	0	0	1
4z7b	1	2	4	0	3	2	1	7	4	5	2	4	3	6	4	4	1	1	4	5
4z7g	6	10	4	7	2	6	6	4	6	9	15	9	3	11	5	6	4	1	4	6
4z7h	5	10	4	7	2	7	7	3	6	10	15	9	3	11	5	6	4	1	5	7
4z7i	18	6	16	11	0	20	9	9	4	14	37	18	7	19	2	16	15	7	10	15
4z7n	35	25	19	25	13	20	22	43	8	18	52	17	13	22	25	39	25	10	29	43
4z7o	35	23	20	23	13	19	22	44	8	17	50	17	13	21	23	39	23	10	28	40
4z7q	33	24	19	24	12	21	24	43	8	18	50	16	13	21	25	41	24	10	29	42
4z7z	2	2	4	0	3	2	1	7	4	7	1	5	3	7	5	5	1	1	5	6
4z8e	1	3	0	0	0	2	0	0	0	4	2	0	1	0	0	2	0	1	2	2
4z8g	5	3	6	0	0	2	0	1	0	7	16	5	3	4	0	2	6	0	2	4
4z8m	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4z93	5	4	1	3	2	3	2	1	0	1	4	3	5	4	1	1	0	0	4	4
4z94	8	5	7	2	0	4	3	2	3	8	17	2	2	5	0	5	4	0	3	6
4z96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4z97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4z9o	22	5	6	4	3	3	6	11	4	14	20	5	5	4	7	9	8	0	6	7
4zae	6	2	1	4	9	1	3	11	2	11	7	4	1	6	1	10	9	3	3	18
4zaj	9	10	6	13	5	8	7	13	7	19	23	10	5	12	4	11	7	4	11	12
4zao	2	0	2	2	1	4	4	2	5	5	13	5	0	7	2	4	5	4	2	7
4zau	5	3	3	5	3	2	3	4	3	6	14	4	4	3	1	4	2	4	6	10
4zbk	21	7	7	4	3	4	7	12	4	13	21	5	5	5	8	9	10	0	7	7
4zbn	1	2	1	2	4	1	0	0	2	1	1	1	0	3	0	3	6	2	1	5
4zbw	0	4	2	3	0	9	2	0	0	2	9	2	1	1	0	2	2	0	2	1
4zc6	21	6	6	2	3	3	6	12	4	12	21	5	5	4	6	9	10	0	7	6
4zc9	4	2	6	3	2	2	3	1	0	3	8	3	4	3	3	0	4	1	5	2
4zca	5	3	4	1	1	11	1	4	2	12	16	4	2	3	2	12	11	0	2	6
4zcg	21	7	6	4	3	3	6	11	4	11	20	5	5	5	6	9	10	0	6	6
4zch	5	4	4	3	6	3	9	12	5	11	16	1	1	12	4	12	6	2	8	8
4zcu	1	1	1	7	0	8	2	4	0	2	6	7	0	3	1	0	3	0	1	3
4zcv	1	2	2	4	0	5	0	3	1	5	7	2	1	5	1	2	3	2	1	3
4zdr	6	6	2	4	1	5	2	1	0	4	7	6	4	0	0	8	2	2	5	8
4zeg	2	3	4	4	4	2	3	4	2	9	10	9	5	3	6	5	0	3	3	5
4zel	9	10	4	7	5	11	7	8	9	8	17	8	4	6	4	10	12	0	11	13
4zeq	1	1	1	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0
4zes	2	0	4	2	3	1	3	1	0	6	3	2	2	3	2	5	1	5	3	2
4zet	0	0	2	2	3	1	2	2	1	6	3	3	2	3	2	6	3	6	3	2
4zfc	5	4	5	3	2	3	4	3	4	2	13	3	2	5	2	8	2	1	7	11
4zfg	4	1	4	2	4	1	2	6	1	3	4	8	2	2	1	4	3	4	5	0
4zfo	0	0	1	0	1	1	2	0	0	0	1	0	0	0	1	1	0	0	1	0
4zfx	2	3	3	1	0	3	4	2	1	4	7	6	2	5	2	5	6	2	9	6
4zg4	13	13	18	12	4	17	14	13	7	16	23	12	3	16	6	14	7	3	14	22
4zg6	6	12	13	7	3	12	3	14	13	15	19	9	8	19	12	17	17	7	16	12
